Date,Country,Vehicle,Battle type,BR,Place on team,W/L,Squad?,all kills,Assists ,Deaths,AI Targets,Bomb Target Tons,Caps,Mission Points,Activity,Duration,SL w/ boost,RP w/ boost (yellow),Important Trophies,SL,RP,RP in range,SL booster,RP booster,Map,Type,map suck?,upteired?,Task,Completion,Special,Completion
1/29/2021,France,Air,AB,3.3,5,L,,3,2,2,0,0,0,1367,84,8:47,5445,1762,"RankDoesNotMatter,WaterTroopsRescuer",5445,1762,yes,0,0,Ireland,Ground Strike,,,,,,
1/29/2021,France,Air,AB,3.3,11,W,,3,1,0,0,0,0,962,81,7:40,16717,2328,"RankDoesNotMatter,FighterRescuer",16717,2328,yes,0,0,Oahu,Ground Strike,,,,,,
1/29/2021,France,Air,AB,3.3,8,W,,2,4,1,0,0,0,1460,76,11:58,14001,2878,"Teamwork,FighterRescuer",14001,2878,yes,0,0,Britain,Air Domination,,,,,,
1/29/2021,France,Air,AB,3.3,9,W,,2,4,1,0,0,0,1512,78,11:27,13755,2916,"SoftLanding,SupportingFire,Teamwork,FighterRescuer,Avenger",13755,2916,yes,0,0,Britain,Domination,,,,,,
1/29/2021,Britain,Air,AB,4.3,11,W,,2,2,5,0,0,0,1231,74,14:11,16973,2630,n/a,16973,2630,yes,0,0,"Mountain Ridge, China",Frontline,,,,,,
1/29/2021,Britain,Air,AB,4.3,5,W,,2,4,1,3,0,0,1543,88,8:24,21439,2852,"GroundFroce,SupportingFire,Teamwork",21439,2852,yes,0,0,Iron Range,Ground Strike,,,,,,
1/29/2021,Britain,Air,AB,4.3,5,L,,3,6,5,0,0,0,2153,84,17:37,15896,2620,"GroundForcerescuer,Onhand",15896,2620,yes,0,0,"Canyon, Africa",Frontline,,,,,,
1/29/2021,Britain,Air,AB,4.3,10,W,,2,2,2,0,0,0,966,74,9:22,16164,2218,n/a,16164,2218,yes,0,0,"Mountain Ridge, China",Frontline,,,,,,
1/29/2021,Britain,Air,AB,4.3,9,L,,1,4,2,0,0,0,968,71,10:24,7841,1296,FighterRescuer,7128,1296,yes,10,0,Rice Terraces,Frontline,,,,,,
1/29/2021,Britain,Air,AB,4.3,9,W,,2,1,1,0,0,0,780,80,6:45,13542,1872,GroundForceRescuer,13542,1872,yes,0,0,Sicility,Ground Strike,,,,,,
1/29/2021,Britain,Air,AB,4.3,5,L,,2,2,2,0,0,0,1245,75,10:55,10725,1732,"Teamwork,GroundForceRescuer",10725,1732,yes,0,0,Graves Robbers Clifs,Ground Strike,,,,,,
1/29/2021,Italy,Ground,RB,2.3,6,L,,2,1,3,0,0,1,1123,83,10:40,3980,1638,TankRescuer,3980,1638,yes,0,0,Kuban,Domination,,,,,,
1/29/2021,Italy,Ground,RB,2.3,6,L,,2,4,4,0,0,0,1763,88,17:31,14048,2520,"TankRescuer,Adamant,Wingman",14048,2520,yes,0,0,Kuban,Domination,,,,,,
1/29/2021,Italy,Ground,RB,2.3,6,L,,2,3,3,0,0,1,1594,86,14:53,6242,2358,"BaseDefender,Adamant,helpWithRepairing",6242,2358,yes,0,0,Stalingrad,Domination,,,,,,
1/30/2021,Japan,Ground,RB,2.0,13,W,,0,0,1,0,0,0,239,41,12:40,2400,2078,n/a,2400,831,yes,0,150,Jungle,Domination,,,,,,
1/30/2021,Japan,Ground,RB,2.0,6,L,,2,1,2,0,0,1,1399,83,14:15,2709,1536,Adamant,2709,1536,yes,0,0,Cargo Port,Conquest #1,,,,,,
1/30/2021,Japan,Ground,RB,2.0,10,W,,2,1,2,0,0,0,955,78,11:11,4626,2204,n/a,4626,2204,yes,0,0,Eastern Europe,Domination,,,,,,
1/30/2021,Sweden,Ground,RB,2.7,8,L,,2,1,2,0,0,0,1039,77,16:01,9258,1848,GroundForceRescuer,9258,1848,yes,0,0,Finland,Domination,,,,,,
1/30/2021,Sweden,Ground,RB,2.7,11,W,,1,1,1,0,0,0,823,71,12:31,6537,5074,n/a,6537,1269,yes,0,300,Japan,Domination,,,,,,
1/30/2021,Britain,Ground,RB,3.3,9,W,,1,4,3,0,0,0,1566,85,17:18,22826,4994,"Adamant,Wingman,OnHand",22826,4994,yes,0,0,Kuban,Domination,,,,,,
1/30/2021,Britain,Air,AB,4.3,8,W,,2,6,1,0,0,1,1996,83,13:07,26135,3844,"FighterRescuer,Teamwork,OnHand",26135,3844,yes,0,0,Denmakr,Domination,,,,,,
1/30/2021,Britain,Air,AB,4.3,9,W,,1,1,3,0,0,0,520,71,6:42,2655,1452,n/a,2655,1452,yes,0,0,Pacific Hidden Base,Ground Strike,,,,,,
1/30/2021,USSR,Naval,AB,3.3,3,W,,6,1,0,0,0,0,1280,72,14:35,76471,7217,"Teamwork,ShipRescuer,Avenger,Professional",30588,7217,yes,150,0,Aleutian Islands,Domination,,,,,,
1/30/2021,USSR,Naval,AB,3.3,2,L,,6,2,4,0,0,0,1710,79,14:30,13083,3133,n/a,13083,3133,yes,0,0,Arabian Sea,Domination,,,,,,
1/30/2021,USSR,Naval,AB,3.3,3,W,,4,4,0,0,0,0,1388,74,13:43,55377,7354,n/a,55377,7354,yes,0,0,Coral Islands,Domination,,,,,,
1/30/2021,Japan,Air,AB,4.3,6,L,,1,2,2,0,0,0,1048,77,9:08,6413,1280,"FighterRescuer,Avenger",6413,1280,yes,0,0,Ladoga,Domination,,,,,,
1/30/2021,China,Air,AB,4.3,15,W,,1,0,0,0,0,0,323,55,8:12,5060,1210,n/a/,5060,1210,yes,0,0,Guam,Ground Strike,,,,,,
1/30/2021,USSR,Naval,AB,3.3,1,W,,12,2,2,0,0,1,3223,91,24:00,89556,12032,"FighterRescuer,Avenger,ShipRescuer,Professional.FinalBlow",89556,12032,yes,0,0,Green Mountains Golf,Domination,,,,,,
1/30/2021,Japan,Air,AB,1.3,3,L,yes,4,1,1,0,0,0,1583,89,9:02,4175,1652,unknown,4175,1652,no,0,0,"Mountain Ridge, China",Ground Strike,,,,,,
1/30/2021,Japan,Air,AB,1.3,4,W,yes,4,5,1,0,0,0,2115,95,8:30,6181,2242,unknown,6181,2242,no,0,0,Stalingrad,Ground Strike,,,,,,
1/30/2021,Japan,Air,AB,1.3,2,W,yes,3,1,3,1,0,0,1240,88,8:38,3972,1827,unknown,3972,1827,no,0,0,Ireland,Ground Strike,,,,,,
1/30/2021,UK,Naval,RB,2.3,1,L,yes,4,1,3,0,0,0,1097,84,9:08,7431,1266,unknown,7431,1266,yes,0,0,Fiji,Domination,,,,,,
1/30/2021,Japan,Naval,RB,2.3,4,L,yes,4,1,4,0,0,0,1406,88,12:01,6227,1724,unknown,6227,1724,yes,0,0,Green Mountains Gulf,Domination,,,,,,
1/30/2021,Japan,Naval,AB,2.3,4,L,yes,3,5,4,0,0,0,1021,92,9:30,2736,1308,unknown,2736,1308,yes,0,0,African Gulf,Dmination,,,,,,
1/30/2021,US,Naval,AB,2.3,1,W,yes,7,5,2,0,0,0,4679,90,10:52,14853,2810,unknown,14853,2810,no,0,0,Arabian Seas,Battle,,,,,,
1/30/2021,China,Air,AB,2.3,3,W,yes,8,3,3,5,0,0,2964,90,14:32,21636,4216,unknown,21636,4216,yes,0,0,"Canyon, Africa",Ground Strike,,,,,,
1/30/2021,China,Air,AB,2.3,1,L,yes,12,3,4,6,0,2,4886,96,14:20,29688,4184,unknown,29688,4184,yes,0,0,Berlin,Domination,,,,,,
1/31/2021,Britain,Ground,RB,3.3,10,W,no,3,1,2,0,0,0,1029,76,16:00,14233,4234,"Teamwork,Intelligence,TankRescuer,RankDoesNotMatter",14233,4234,yes,0,0,Battle of Hurtget Forest,Conquest #1,,,,,,
1/31/2021,Japan,Air,AB,4.3,10,L,no,1,3,1,1,0,0,920,73,9:16,5863,1181,"FighterRescuer,GroundForceRescuer,SupportingFire",5863,908,yes,0,30,Berlin,Domination,,,,,,
1/31/2021,Japan,Naval,AB,3.7,11,W,no,0,2,1,0,0,0,212,31,11:50,6374,1291,n/a,6374,993,yes,0,30,New Zealand Cape,Domination,yes,yes,,,,
1/31/2021,China,Air,AB,4.0,8,W,no,2,2,3,0,0,0,1129,74,10:36,10140,3174,n/a,10140,2442,yes,0,30,Spain,Ground Strike,,no,,,,
1/31/2021,Italy,Naval,AB,3.3,5,W,no,3,1,1,0,0,0,675,66,9:06,21367,2991,n/a,21367,2301,no,0,30,North Sea,Domination,,no,Naval Ally (r3),1/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,1,W,no,7,3,3,0,0,0,2080,84,11:43,42978,5683,"SupportingFire,ShipRescuer,Avenger,Professional,Teamwork,BestSquad",42978,4372,yes,0,30,North Port,Domination,,no,Naval Ally (r3),3/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,1,W,no,12,6,3,0,0,0,3342,92,15:30,212169,8965,"Avenger,ShipRescuer,FighterRescuer,Professional,OnHand",53042,6896,yes,300,30,Volcanic Island,Domination,,no,Naval Ally (r3),6/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,2,L,no,4,2,0,0,0,0,1238,71,12:19,10524,2273,"FirstStrike,Avenger,ShipRescuer",10524,1748,yes,0,30,Coral Islands,Domination,,yes,Naval Ally (r3),2/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,1,W,no,11,3,2,0,0,2,3163,91,16:20,64074,8016,"BomberRescuer,BaseDefender,BaseCapturer,FighterRescuer,ShipRescuer,Professional",64074,6166,yes,0,30,Arabian Sea,Domination,,no,Naval Ally (r3),3/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,2,L,no,4,1,4,0,0,1,1296,73,14:42,7467,3267,"BaseDefender,ShipRescuer,Teamwork",7467,2513,yes,0,30,North Sea,Domination,,no,Naval Ally (r3),1/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,3,W,no,7,2,2,0,0,0,2007,82,15:50,42156,7090,"ShipRescuer,Professional",42156,5454,yes,0,30,Aleutian Islands,Domination,,yes,Naval Ally (r3),2/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,1,W,no,6,4,2,0,0,2,2634,88,15:46,68092,6875,"BaseDefender,SupportingFire,BaseCapturer,ShipRescuer,Professional,FinalBlow",68092,6875,yes,0,0,Arabian Sea,Domination,,yes,Naval Ally (r3),4/24,n/a,
1/31/2021,USSR,Naval,AB,3.3,,W,no,6,4,5,0,0,1,2321,85,17:46,18183,4200,"ShipRescuer,FighterRescuer,Avenger,Professional",18183,4200,yes,0,0,Mediteranian Port,Domination,,yes,naval Ally (r3),3/24(fin),n/a,
1/31/2021,UK,Ground,RB,3.3,9,W,no,3,2,4,0,0,1,1713,87,20:02,21520,5629,"RankDoesNotMatter,Adamant,TankRescuer,FighterRescuer,FinalBlow,Avenger",21520,5629,yes,0,0,Japan,Dmination,,yes,n/a,,n/a,
1/31/2021,UK,Ground,RB,3.3,10,W,no,2,1,1,0,0,0,1048,77,17:07,18772,5192,"TankRescuer,Adamant,SupportingFire",18772,5192,yes,0,0,Ash River,Domination,,no,n/a,,n/a,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,
